booking_id,passenger_id,flight_id,route_key,airline_key,date_key,status,seat_number,total_paid_amount,payment_count
B1372,P1580,SJ130,04f5fd88e0d3bf5692833a97649697b6,fe10005e6631d2c82bc640a5b707027e,20250511,CANCELLED,11D,10597.220000000001,2
B1373,P1057,SJ070,12a0c17677be948b58459ad87ee14879,fe10005e6631d2c82bc640a5b707027e,20260214,CANCELLED,22F,6540.32,1
B1374,P1105,AI085,96cabcf3c0a98d19c08ef1c8eeba1154,1d96baf00ff457518c392cdbc36d081e,20250424,CANCELLED,7F,0.0,0
B1375,P1811,SJ109,04f5fd88e0d3bf5692833a97649697b6,fe10005e6631d2c82bc640a5b707027e,20250902,CONFIRMED,15B,19214.79,2
B1376,P1329,AI168,8ff2523fe27e0b381e5ec1a14e29a704,1d96baf00ff457518c392cdbc36d081e,20250824,PENDING,16B,19918.21,2
B1377,P1767,UK123,04f5fd88e0d3bf5692833a97649697b6,d813685481e1e769c9968895601aa06a,20251024,CONFIRMED,26A,0.0,0
B1378,P1823,UK110,bc77046451bd9d63487f804a25d5b6fc,d813685481e1e769c9968895601aa06a,20260116,PENDING,30D,14416.01,2
B1379,P1682,AI206,edec40d16277592f865f6f96d12c6237,1d96baf00ff457518c392cdbc36d081e,20251102,PENDING,31C,0.0,0
B1380,P1382,6F007,89b74decd3097ce93ec4cccfa8379efc,143c0deac2b49915503dd16a9f5462ba,20260416,PENDING,6B,14705.02,1
B1381,P1984,SJ013,317ae26badc5745d08250ee7a733dd0c,fe10005e6631d2c82bc640a5b707027e,20251111,PENDING,33A,7452.89,1
B1382,P1161,UK061,adc4b4919d4f952851b45aa0ac117018,d813685481e1e769c9968895601aa06a,20250919,PENDING,20D,14862.46,1
B1383,P1996,AI010,225fb0760ffcd1233b1e4a61a511e724,1d96baf00ff457518c392cdbc36d081e,20250924,CANCELLED,8C,0.0,0
B1384,P1285,AI024,382e870b93a9172b725c021a093b911d,1d96baf00ff457518c392cdbc36d081e,20250516,CONFIRMED,11D,5107.55,1
B1385,P1070,UK130,71ffb94c38439501b7cb7532b20299ce,d813685481e1e769c9968895601aa06a,20250608,CONFIRMED,30B,0.0,0
B1386,P1766,AI161,24879a2de7527581c3dbc2294134abe5,1d96baf00ff457518c392cdbc36d081e,20260312,CANCELLED,10A,0.0,0
B1387,P1453,SJ208,96cabcf3c0a98d19c08ef1c8eeba1154,fe10005e6631d2c82bc640a5b707027e,20250723,PENDING,24F,0.0,0
B1388,P1885,6F038,89b74decd3097ce93ec4cccfa8379efc,143c0deac2b49915503dd16a9f5462ba,20250923,INVALID,8D,22550.010000000002,2
B1389,P1566,6F085,89b74decd3097ce93ec4cccfa8379efc,143c0deac2b49915503dd16a9f5462ba,20260222,UNKNOWN,30D,0.0,0
B1390,P1834,SJ028,24879a2de7527581c3dbc2294134abe5,fe10005e6631d2c82bc640a5b707027e,20260309,CANCELLED,8C,0.0,0
B1391,P1396,SJ084,89b74decd3097ce93ec4cccfa8379efc,fe10005e6631d2c82bc640a5b707027e,20251126,CONFIRMED,21F,35468.95,3
B1392,P1514,AI139,89b74decd3097ce93ec4cccfa8379efc,1d96baf00ff457518c392cdbc36d081e,20260327,CONFIRMED,21D,0.0,0
B1393,P1025,UK179,96cabcf3c0a98d19c08ef1c8eeba1154,d813685481e1e769c9968895601aa06a,20260406,PENDING,26E,5252.26,1
B1394,P1312,6F256,4c4c8887c010c37d7c415aee9e223b86,143c0deac2b49915503dd16a9f5462ba,20250723,PENDING,23F,0.0,0
B1395,P1125,UK023,317ae26badc5745d08250ee7a733dd0c,d813685481e1e769c9968895601aa06a,20260210,INVALID,23B,10317.13,1
B1396,P1407,AI039,71ffb94c38439501b7cb7532b20299ce,1d96baf00ff457518c392cdbc36d081e,20250803,UNKNOWN,13E,16199.130000000001,2
B1397,P1564,UK190,cf98c283c13881769b3b684c7653eba9,d813685481e1e769c9968895601aa06a,20260205,CANCELLED,28D,3065.33,1
B1398,P1197,6F224,317ae26badc5745d08250ee7a733dd0c,143c0deac2b49915503dd16a9f5462ba,20260204,PENDING,3E,7148.95,1
B1399,P1810,UK221,671c750b52cf4817ef2aa56f2ace75b0,d813685481e1e769c9968895601aa06a,20250531,PENDING,7A,0.0,0
B1400,P1187,SJ107,127ab6733de551c1aea35612b818c8d5,fe10005e6631d2c82bc640a5b707027e,20260402,CANCELLED,12F,3063.78,1
B1401,P1697,UK155,a51d75f60b5853f2ce43d68ddc769a90,d813685481e1e769c9968895601aa06a,20250420,UNKNOWN,21D,20849.53,3
B1402,P1816,UK183,3994560a2c713f116680d065b7d4c478,d813685481e1e769c9968895601aa06a,20260321,CANCELLED,7E,16058.67,2
B1403,P1809,SJ203,96cabcf3c0a98d19c08ef1c8eeba1154,fe10005e6631d2c82bc640a5b707027e,20250508,PENDING,26A,0.0,0
B1404,P1715,6F253,71ffb94c38439501b7cb7532b20299ce,143c0deac2b49915503dd16a9f5462ba,20260307,INVALID,16A,7473.06,1
B1405,P1483,AI100,24879a2de7527581c3dbc2294134abe5,1d96baf00ff457518c392cdbc36d081e,20250826,PENDING,32F,0.0,0
B1406,P1449,6F140,27d0f59c48e41aa01667e01a8c02ec7b,143c0deac2b49915503dd16a9f5462ba,20250624,CONFIRMED,15D,21722.62,2
B1407,P1522,UK048,b6e2cc2aaf99f21f5582a5d4b9ae2a9f,d813685481e1e769c9968895601aa06a,20250826,CONFIRMED,25A,0.0,0
B1408,P1870,SJ204,671c750b52cf4817ef2aa56f2ace75b0,fe10005e6631d2c82bc640a5b707027e,20250729,CONFIRMED,12F,7805.42,2
B1409,P1353,UK105,27d0f59c48e41aa01667e01a8c02ec7b,d813685481e1e769c9968895601aa06a,20260324,CONFIRMED,28C,1095.0,1
B1410,P1985,AI098,89b74decd3097ce93ec4cccfa8379efc,1d96baf00ff457518c392cdbc36d081e,20260413,CONFIRMED,32C,0.0,0
B1411,P1657,6F013,4c4c8887c010c37d7c415aee9e223b86,143c0deac2b49915503dd16a9f5462ba,20251012,CANCELLED,1A,13409.029999999999,2
B1412,P1596,6F128,bc77046451bd9d63487f804a25d5b6fc,143c0deac2b49915503dd16a9f5462ba,20251118,CANCELLED,28E,10616.41,1
B1413,P1099,SJ038,b871fbfcad03d855bfddf41229297608,fe10005e6631d2c82bc640a5b707027e,20251005,UNKNOWN,14A,0.0,0
B1414,P1615,SJ182,24879a2de7527581c3dbc2294134abe5,fe10005e6631d2c82bc640a5b707027e,20260107,CONFIRMED,25F,6182.07,1
B1415,P1947,6F199,317ae26badc5745d08250ee7a733dd0c,143c0deac2b49915503dd16a9f5462ba,20260322,PENDING,23B,0.0,0
B1416,P1557,SJ187,71ffb94c38439501b7cb7532b20299ce,fe10005e6631d2c82bc640a5b707027e,20250817,CANCELLED,20B,0.0,0
B1417,P1555,AI182,bc77046451bd9d63487f804a25d5b6fc,1d96baf00ff457518c392cdbc36d081e,20250818,PENDING,8E,7252.05,2
B1418,P1277,SJ027,127ab6733de551c1aea35612b818c8d5,fe10005e6631d2c82bc640a5b707027e,20250504,PENDING,19D,12326.46,1
B1419,P1692,SJ062,6ae5133ee42f35cd132a43580eeb7688,fe10005e6631d2c82bc640a5b707027e,20260120,CONFIRMED,20E,4937.75,2
B1420,P1698,SJ161,71ffb94c38439501b7cb7532b20299ce,fe10005e6631d2c82bc640a5b707027e,20260224,CONFIRMED,27B,7161.79,1
B1421,P1989,UK058,382e870b93a9172b725c021a093b911d,d813685481e1e769c9968895601aa06a,20251003,UNKNOWN,23C,0.0,0
B1422,P1625,AI181,a51d75f60b5853f2ce43d68ddc769a90,1d96baf00ff457518c392cdbc36d081e,20260104,CANCELLED,12D,4826.6,1
B1423,P1490,AI003,6ae5133ee42f35cd132a43580eeb7688,1d96baf00ff457518c392cdbc36d081e,20250612,CONFIRMED,14A,0.0,0
B1424,P1254,6F150,89b74decd3097ce93ec4cccfa8379efc,143c0deac2b49915503dd16a9f5462ba,20251105,CANCELLED,11D,0.0,0
B1425,P1380,SJ175,71ffb94c38439501b7cb7532b20299ce,fe10005e6631d2c82bc640a5b707027e,20250628,CANCELLED,34E,0.0,0
B1426,P1891,6F041,382e870b93a9172b725c021a093b911d,143c0deac2b49915503dd16a9f5462ba,20251215,CANCELLED,17C,0.0,0
B1427,P1541,SJ040,4c4c8887c010c37d7c415aee9e223b86,fe10005e6631d2c82bc640a5b707027e,20260415,CANCELLED,16E,0.0,0
B1428,P1263,6F020,225fb0760ffcd1233b1e4a61a511e724,143c0deac2b49915503dd16a9f5462ba,20250617,CONFIRMED,27C,0.0,0
B1429,P1609,AI248,671c750b52cf4817ef2aa56f2ace75b0,1d96baf00ff457518c392cdbc36d081e,20250508,CANCELLED,27B,16937.88,2
B1430,P1824,SJ016,8a783a606a385b3bfe750ffd23c30c03,fe10005e6631d2c82bc640a5b707027e,20260208,CONFIRMED,11A,0.0,0
B1431,P1878,UK204,b871fbfcad03d855bfddf41229297608,d813685481e1e769c9968895601aa06a,20251121,CONFIRMED,31C,22261.949999999997,2
B1432,P1328,6F211,71ffb94c38439501b7cb7532b20299ce,143c0deac2b49915503dd16a9f5462ba,20250902,CANCELLED,9B,0.0,0
B1433,P1114,SJ166,27d0f59c48e41aa01667e01a8c02ec7b,fe10005e6631d2c82bc640a5b707027e,20250507,CONFIRMED,5B,15968.93,2
B1434,P1275,AI036,4c4c8887c010c37d7c415aee9e223b86,1d96baf00ff457518c392cdbc36d081e,20251019,PENDING,30C,5989.29,2
B1435,P1487,SJ215,671c750b52cf4817ef2aa56f2ace75b0,fe10005e6631d2c82bc640a5b707027e,20250918,CONFIRMED,1E,8589.93,1
B1436,P1280,AI076,adc4b4919d4f952851b45aa0ac117018,1d96baf00ff457518c392cdbc36d081e,20260105,CONFIRMED,20B,0.0,0
B1437,P1274,SJ012,10db3418b17657f44f554b3a79b69f30,fe10005e6631d2c82bc640a5b707027e,20251128,CANCELLED,24A,0.0,0
B1438,P1772,AI073,c43ed166a8fa9fe1e85762faa8bf124b,1d96baf00ff457518c392cdbc36d081e,20260401,UNKNOWN,20D,7670.85,1
B1439,P1842,SJ173,27d0f59c48e41aa01667e01a8c02ec7b,fe10005e6631d2c82bc640a5b707027e,20251109,CONFIRMED,27E,7292.76,1
B1440,P1718,AI193,a51d75f60b5853f2ce43d68ddc769a90,1d96baf00ff457518c392cdbc36d081e,20260309,CANCELLED,25E,0.0,0
B1441,P1895,SJ131,a51d75f60b5853f2ce43d68ddc769a90,fe10005e6631d2c82bc640a5b707027e,20250922,INVALID,13A,0.0,0
B1442,P1327,AI225,c43ed166a8fa9fe1e85762faa8bf124b,1d96baf00ff457518c392cdbc36d081e,20250602,PENDING,11E,11779.89,1
B1443,P1210,AI190,4c4c8887c010c37d7c415aee9e223b86,1d96baf00ff457518c392cdbc36d081e,20251009,CANCELLED,9E,0.0,0
B1444,P1726,SJ238,71ffb94c38439501b7cb7532b20299ce,fe10005e6631d2c82bc640a5b707027e,20251225,CONFIRMED,7B,0.0,0
B1445,P1922,6F005,127ab6733de551c1aea35612b818c8d5,143c0deac2b49915503dd16a9f5462ba,20251221,PENDING,5F,9862.4,1
B1446,P1551,UK136,8a783a606a385b3bfe750ffd23c30c03,d813685481e1e769c9968895601aa06a,20250925,PENDING,23C,7709.959999999999,2
B1447,P1991,SJ063,382e870b93a9172b725c021a093b911d,fe10005e6631d2c82bc640a5b707027e,20250521,CONFIRMED,15F,18438.66,2
B1448,P1025,6F175,12a0c17677be948b58459ad87ee14879,143c0deac2b49915503dd16a9f5462ba,20251121,CANCELLED,9E,0.0,0
B1449,P1026,AI037,c43ed166a8fa9fe1e85762faa8bf124b,1d96baf00ff457518c392cdbc36d081e,20250523,PENDING,19A,0.0,0
B1450,P1701,UK225,71ffb94c38439501b7cb7532b20299ce,d813685481e1e769c9968895601aa06a,20251111,CONFIRMED,21C,0.0,0
B1451,P1082,AI141,b871fbfcad03d855bfddf41229297608,1d96baf00ff457518c392cdbc36d081e,20250520,CONFIRMED,15E,10311.86,1
B1452,P1895,6F172,c43ed166a8fa9fe1e85762faa8bf124b,143c0deac2b49915503dd16a9f5462ba,20260126,PENDING,3E,0.0,0
B1453,P1945,6F219,b6e2cc2aaf99f21f5582a5d4b9ae2a9f,143c0deac2b49915503dd16a9f5462ba,20260207,CANCELLED,16F,5268.18,2
B1454,P1681,AI045,89b74decd3097ce93ec4cccfa8379efc,1d96baf00ff457518c392cdbc36d081e,20250816,PENDING,8E,0.0,0
B1455,P1412,AI198,edec40d16277592f865f6f96d12c6237,1d96baf00ff457518c392cdbc36d081e,20260412,CONFIRMED,30A,27634.5,2
B1456,P1166,AI120,12a0c17677be948b58459ad87ee14879,1d96baf00ff457518c392cdbc36d081e,20250424,PENDING,17F,0.0,0
B1457,P1699,6F134,9f16374b2c912e79e7314809f36c7172,143c0deac2b49915503dd16a9f5462ba,20250611,CANCELLED,32D,5769.17,1
B1458,P1168,UK102,8a783a606a385b3bfe750ffd23c30c03,d813685481e1e769c9968895601aa06a,20251119,CONFIRMED,10B,8073.17,1
B1459,P1800,SJ199,c9d4324c50c5e70095cd3e0446bcbd2d,fe10005e6631d2c82bc640a5b707027e,20250610,CANCELLED,1F,19085.7,3
B1460,P1978,6F235,89b74decd3097ce93ec4cccfa8379efc,143c0deac2b49915503dd16a9f5462ba,20251001,PENDING,32E,0.0,0
B1461,P1228,UK065,4c4c8887c010c37d7c415aee9e223b86,d813685481e1e769c9968895601aa06a,20251014,PENDING,33F,30261.46,3
B1462,P1978,6F135,a51d75f60b5853f2ce43d68ddc769a90,143c0deac2b49915503dd16a9f5462ba,20251203,CANCELLED,26D,6497.79,1
B1463,P1608,SJ148,cf98c283c13881769b3b684c7653eba9,fe10005e6631d2c82bc640a5b707027e,20260210,PENDING,31C,6844.58,2
B1464,P1366,AI083,dd9b7f73506b86ec79aa343e64a2fb35,1d96baf00ff457518c392cdbc36d081e,20260307,CANCELLED,6B,4535.96,1
B1465,P1527,UK024,71ffb94c38439501b7cb7532b20299ce,d813685481e1e769c9968895601aa06a,20250702,PENDING,5C,0.0,0
B1466,P1790,UK220,adc4b4919d4f952851b45aa0ac117018,d813685481e1e769c9968895601aa06a,20250427,CANCELLED,28B,0.0,0
B1467,P1646,UK115,adc4b4919d4f952851b45aa0ac117018,d813685481e1e769c9968895601aa06a,20250430,CANCELLED,25A,13307.54,1
B1468,P1537,AI255,12a0c17677be948b58459ad87ee14879,1d96baf00ff457518c392cdbc36d081e,20250716,CONFIRMED,14F,25336.54,2
B1469,P1863,6F001,c9d4324c50c5e70095cd3e0446bcbd2d,143c0deac2b49915503dd16a9f5462ba,20251225,CONFIRMED,11A,0.0,0
B1470,P1523,6F132,382e870b93a9172b725c021a093b911d,143c0deac2b49915503dd16a9f5462ba,20250527,CANCELLED,24E,0.0,0
B1471,P1071,UK184,a51d75f60b5853f2ce43d68ddc769a90,d813685481e1e769c9968895601aa06a,20260328,PENDING,8E,0.0,0
B1472,P1644,6F098,9f16374b2c912e79e7314809f36c7172,143c0deac2b49915503dd16a9f5462ba,20250606,PENDING,3D,0.0,0
B1473,P1105,SJ168,24879a2de7527581c3dbc2294134abe5,fe10005e6631d2c82bc640a5b707027e,20250719,PENDING,21F,0.0,0
B1474,P1731,SJ178,225fb0760ffcd1233b1e4a61a511e724,fe10005e6631d2c82bc640a5b707027e,20250728,CANCELLED,14C,32760.32,3
B1475,P1884,UK111,71ffb94c38439501b7cb7532b20299ce,d813685481e1e769c9968895601aa06a,20260307,CANCELLED,2C,21399.98,3
B1476,P1964,SJ051,c43ed166a8fa9fe1e85762faa8bf124b,fe10005e6631d2c82bc640a5b707027e,20260227,CANCELLED,32E,0.0,0
B1477,P1688,SJ193,671c750b52cf4817ef2aa56f2ace75b0,fe10005e6631d2c82bc640a5b707027e,20250706,CANCELLED,18E,17403.75,3
B1478,P1281,SJ039,382e870b93a9172b725c021a093b911d,fe10005e6631d2c82bc640a5b707027e,20260224,CONFIRMED,28D,2928.68,1
B1479,P1132,UK066,4c4c8887c010c37d7c415aee9e223b86,d813685481e1e769c9968895601aa06a,20251217,CANCELLED,22B,16478.5,2
B1480,P1533,SJ050,8a783a606a385b3bfe750ffd23c30c03,fe10005e6631d2c82bc640a5b707027e,20260314,PENDING,34B,3112.82,1
B1481,P1974,6F052,4c4c8887c010c37d7c415aee9e223b86,143c0deac2b49915503dd16a9f5462ba,20250611,CONFIRMED,4D,0.0,0
B1482,P1268,SJ170,adc4b4919d4f952851b45aa0ac117018,fe10005e6631d2c82bc640a5b707027e,20250829,PENDING,14E,17749.28,2
B1483,P1411,SJ119,4c4c8887c010c37d7c415aee9e223b86,fe10005e6631d2c82bc640a5b707027e,20250609,UNKNOWN,26B,10562.26,1
B1484,P1672,AI219,b871fbfcad03d855bfddf41229297608,1d96baf00ff457518c392cdbc36d081e,20250507,CONFIRMED,13B,0.0,0
B1485,P1618,6F220,c9d4324c50c5e70095cd3e0446bcbd2d,143c0deac2b49915503dd16a9f5462ba,20250705,CANCELLED,12D,0.0,0
B1486,P1790,AI207,127ab6733de551c1aea35612b818c8d5,1d96baf00ff457518c392cdbc36d081e,20250504,CONFIRMED,3D,20297.600000000002,3
B1487,P1864,6F024,04f5fd88e0d3bf5692833a97649697b6,143c0deac2b49915503dd16a9f5462ba,20260126,PENDING,5E,0.0,0
B1488,P1746,SJ073,cae609ae5d68de9a8792d0e2117d4ded,fe10005e6631d2c82bc640a5b707027e,20250504,CANCELLED,27E,22623.03,2
B1489,P1017,SJ201,b871fbfcad03d855bfddf41229297608,fe10005e6631d2c82bc640a5b707027e,20250708,CANCELLED,24F,0.0,0
B1490,P1753,AI180,4c4c8887c010c37d7c415aee9e223b86,1d96baf00ff457518c392cdbc36d081e,20260310,CONFIRMED,29B,1217.88,1
B1491,P1116,UK022,96cabcf3c0a98d19c08ef1c8eeba1154,d813685481e1e769c9968895601aa06a,20250716,CONFIRMED,18F,6534.99,1
B1492,P1797,AI202,10db3418b17657f44f554b3a79b69f30,1d96baf00ff457518c392cdbc36d081e,20260327,CANCELLED,29C,0.0,0
B1493,P1793,6F212,3994560a2c713f116680d065b7d4c478,143c0deac2b49915503dd16a9f5462ba,20250601,CONFIRMED,26D,0.0,0
B1494,P1143,6F163,382e870b93a9172b725c021a093b911d,143c0deac2b49915503dd16a9f5462ba,20250609,CANCELLED,23F,0.0,0
B1495,P1716,UK028,89b74decd3097ce93ec4cccfa8379efc,d813685481e1e769c9968895601aa06a,20251015,CONFIRMED,27D,17491.120000000003,2
B1496,P1550,6F243,225fb0760ffcd1233b1e4a61a511e724,143c0deac2b49915503dd16a9f5462ba,20260321,PENDING,7D,2901.65,1
B1497,P1928,AI165,8ff2523fe27e0b381e5ec1a14e29a704,1d96baf00ff457518c392cdbc36d081e,20250902,CONFIRMED,11F,0.0,0
B1498,P1665,UK099,127ab6733de551c1aea35612b818c8d5,d813685481e1e769c9968895601aa06a,20250718,PENDING,3D,0.0,0
B1499,P1687,AI033,12a0c17677be948b58459ad87ee14879,1d96baf00ff457518c392cdbc36d081e,20250617,INVALID,17C,0.0,0
B1500,P1960,UK056,89b74decd3097ce93ec4cccfa8379efc,d813685481e1e769c9968895601aa06a,20250430,CONFIRMED,22D,1303.07,1
B1501,P1752,SJ122,24879a2de7527581c3dbc2294134abe5,fe10005e6631d2c82bc640a5b707027e,20250904,CANCELLED,23D,27890.44,2
B1502,P1421,AI086,27d0f59c48e41aa01667e01a8c02ec7b,1d96baf00ff457518c392cdbc36d081e,20251015,CONFIRMED,23F,17966.760000000002,2
B1503,P1897,SJ011,127ab6733de551c1aea35612b818c8d5,fe10005e6631d2c82bc640a5b707027e,20251017,CONFIRMED,25C,0.0,0
B1504,P1368,SJ021,10db3418b17657f44f554b3a79b69f30,fe10005e6631d2c82bc640a5b707027e,20250421,PENDING,4E,32259.760000000002,3
B1505,P1645,SJ106,671c750b52cf4817ef2aa56f2ace75b0,fe10005e6631d2c82bc640a5b707027e,20251129,CONFIRMED,8F,7472.98,1
B1506,P1557,SJ026,edec40d16277592f865f6f96d12c6237,fe10005e6631d2c82bc640a5b707027e,20260129,CANCELLED,9E,0.0,0
B1507,P1049,SJ245,04f5fd88e0d3bf5692833a97649697b6,fe10005e6631d2c82bc640a5b707027e,20251127,PENDING,20A,4865.21,1
B1508,P1677,AI023,10db3418b17657f44f554b3a79b69f30,1d96baf00ff457518c392cdbc36d081e,20250731,UNKNOWN,9C,14679.26,3
B1509,P1105,AI032,71ffb94c38439501b7cb7532b20299ce,1d96baf00ff457518c392cdbc36d081e,20250925,CANCELLED,14F,0.0,0
B1510,P1215,AI236,dd9b7f73506b86ec79aa343e64a2fb35,1d96baf00ff457518c392cdbc36d081e,20250511,CANCELLED,19F,3179.45,1
B1511,P1657,6F094,adc4b4919d4f952851b45aa0ac117018,143c0deac2b49915503dd16a9f5462ba,20251224,CANCELLED,15C,12346.57,1
B1512,P1922,UK163,96cabcf3c0a98d19c08ef1c8eeba1154,d813685481e1e769c9968895601aa06a,20251221,PENDING,4A,5747.83,1
B1513,P1424,UK163,96cabcf3c0a98d19c08ef1c8eeba1154,d813685481e1e769c9968895601aa06a,20250630,CONFIRMED,32B,22716.67,2
B1514,P1071,SJ045,317ae26badc5745d08250ee7a733dd0c,fe10005e6631d2c82bc640a5b707027e,20250507,CANCELLED,21E,0.0,0
B1515,P1987,SJ006,10db3418b17657f44f554b3a79b69f30,fe10005e6631d2c82bc640a5b707027e,20250706,PENDING,26A,0.0,0
B1516,P1841,SJ103,71ffb94c38439501b7cb7532b20299ce,fe10005e6631d2c82bc640a5b707027e,20250805,CANCELLED,34F,3242.75,1
B1517,P1784,6F221,b6e2cc2aaf99f21f5582a5d4b9ae2a9f,143c0deac2b49915503dd16a9f5462ba,20260116,INVALID,31B,0.0,0
B1518,P1758,SJ147,3994560a2c713f116680d065b7d4c478,fe10005e6631d2c82bc640a5b707027e,20260320,INVALID,30A,0.0,0
B1519,P1445,SJ064,671c750b52cf4817ef2aa56f2ace75b0,fe10005e6631d2c82bc640a5b707027e,20260325,PENDING,3C,14857.830000000002,2
B1520,P1924,AI028,c9d4324c50c5e70095cd3e0446bcbd2d,1d96baf00ff457518c392cdbc36d081e,20260402,CONFIRMED,27A,14340.74,1
B1521,P1185,AI148,89b74decd3097ce93ec4cccfa8379efc,1d96baf00ff457518c392cdbc36d081e,20251108,PENDING,31E,10629.67,2
B1522,P1069,6F263,96cabcf3c0a98d19c08ef1c8eeba1154,143c0deac2b49915503dd16a9f5462ba,20250831,CONFIRMED,1C,0.0,0
B1523,P1973,SJ067,71ffb94c38439501b7cb7532b20299ce,fe10005e6631d2c82bc640a5b707027e,20250519,PENDING,21F,10733.84,1
B1524,P1149,6F061,382e870b93a9172b725c021a093b911d,143c0deac2b49915503dd16a9f5462ba,20250617,PENDING,23D,9831.83,2
B1525,P1245,AI254,27d0f59c48e41aa01667e01a8c02ec7b,1d96baf00ff457518c392cdbc36d081e,20250529,UNKNOWN,11E,7869.06,1
B1526,P1773,SJ136,10db3418b17657f44f554b3a79b69f30,fe10005e6631d2c82bc640a5b707027e,20251115,CONFIRMED,17D,12889.82,2
B1527,P1537,AI046,dd9b7f73506b86ec79aa343e64a2fb35,1d96baf00ff457518c392cdbc36d081e,20250709,PENDING,8A,11891.78,1
B1528,P1934,UK174,671c750b52cf4817ef2aa56f2ace75b0,d813685481e1e769c9968895601aa06a,20260328,PENDING,6E,0.0,0
B1529,P1651,6F066,6ae5133ee42f35cd132a43580eeb7688,143c0deac2b49915503dd16a9f5462ba,20250430,UNKNOWN,34C,0.0,0
B1530,P1098,UK095,127ab6733de551c1aea35612b818c8d5,d813685481e1e769c9968895601aa06a,20251208,INVALID,23E,29065.67,3
B1531,P1909,6F063,96cabcf3c0a98d19c08ef1c8eeba1154,143c0deac2b49915503dd16a9f5462ba,20260401,PENDING,30F,23911.21,2
B1532,P1277,UK118,10db3418b17657f44f554b3a79b69f30,d813685481e1e769c9968895601aa06a,20250422,PENDING,30A,24295.6,2
B1533,P1562,UK218,71ffb94c38439501b7cb7532b20299ce,d813685481e1e769c9968895601aa06a,20250915,PENDING,28D,0.0,0
B1534,P1662,UK031,671c750b52cf4817ef2aa56f2ace75b0,d813685481e1e769c9968895601aa06a,20250911,CONFIRMED,34E,12347.23,1
B1535,P1943,UK142,b871fbfcad03d855bfddf41229297608,d813685481e1e769c9968895601aa06a,20260402,PENDING,6C,19520.85,2
B1536,P1454,AI002,10db3418b17657f44f554b3a79b69f30,1d96baf00ff457518c392cdbc36d081e,20250601,UNKNOWN,4C,6548.99,1
B1537,P1103,UK070,04f5fd88e0d3bf5692833a97649697b6,d813685481e1e769c9968895601aa06a,20251008,CONFIRMED,21F,9202.57,1
B1538,P1945,SJ121,671c750b52cf4817ef2aa56f2ace75b0,fe10005e6631d2c82bc640a5b707027e,20260317,PENDING,8E,0.0,0
B1539,P1600,UK201,c9d4324c50c5e70095cd3e0446bcbd2d,d813685481e1e769c9968895601aa06a,20250611,CONFIRMED,20B,17509.78,2
B1540,P1652,AI138,8ff2523fe27e0b381e5ec1a14e29a704,1d96baf00ff457518c392cdbc36d081e,20260115,CANCELLED,7E,3640.69,1
B1541,P1724,SJ014,225fb0760ffcd1233b1e4a61a511e724,fe10005e6631d2c82bc640a5b707027e,20251216,CONFIRMED,26A,12031.17,1
B1542,P1232,SJ053,671c750b52cf4817ef2aa56f2ace75b0,fe10005e6631d2c82bc640a5b707027e,20251213,PENDING,14F,0.0,0
B1543,P1393,SJ241,96cabcf3c0a98d19c08ef1c8eeba1154,fe10005e6631d2c82bc640a5b707027e,20250616,CANCELLED,4F,3207.85,1
B1544,P1500,AI249,6ae5133ee42f35cd132a43580eeb7688,1d96baf00ff457518c392cdbc36d081e,20250901,CANCELLED,16A,12003.060000000001,2
B1545,P1694,AI176,b871fbfcad03d855bfddf41229297608,1d96baf00ff457518c392cdbc36d081e,20260308,PENDING,8A,17736.33,2
B1546,P1250,SJ234,3994560a2c713f116680d065b7d4c478,fe10005e6631d2c82bc640a5b707027e,20260402,PENDING,32B,0.0,0
B1547,P1520,6F115,71ffb94c38439501b7cb7532b20299ce,143c0deac2b49915503dd16a9f5462ba,20250418,PENDING,16C,0.0,0
B1548,P1078,AI020,c43ed166a8fa9fe1e85762faa8bf124b,1d96baf00ff457518c392cdbc36d081e,20251004,CONFIRMED,7E,0.0,0
B1549,P1051,AI020,c43ed166a8fa9fe1e85762faa8bf124b,1d96baf00ff457518c392cdbc36d081e,20251216,CONFIRMED,24A,0.0,0
B1550,P1897,6F079,a51d75f60b5853f2ce43d68ddc769a90,143c0deac2b49915503dd16a9f5462ba,20251206,CONFIRMED,10D,0.0,0
B1551,P1920,6F104,24879a2de7527581c3dbc2294134abe5,143c0deac2b49915503dd16a9f5462ba,20251114,INVALID,8E,0.0,0
B1552,P1780,UK046,671c750b52cf4817ef2aa56f2ace75b0,d813685481e1e769c9968895601aa06a,20260206,PENDING,32D,12589.6,1
B1553,P1225,SJ217,4c4c8887c010c37d7c415aee9e223b86,fe10005e6631d2c82bc640a5b707027e,20251115,CONFIRMED,33D,1883.33,1
B1554,P1050,6F142,edec40d16277592f865f6f96d12c6237,143c0deac2b49915503dd16a9f5462ba,20250826,CANCELLED,8D,0.0,0
B1555,P1185,SJ139,cf98c283c13881769b3b684c7653eba9,fe10005e6631d2c82bc640a5b707027e,20260404,CONFIRMED,3B,13344.12,1
B1556,P1033,6F059,04f5fd88e0d3bf5692833a97649697b6,143c0deac2b49915503dd16a9f5462ba,20260118,CANCELLED,31D,0.0,0
B1557,P1802,6F067,71ffb94c38439501b7cb7532b20299ce,143c0deac2b49915503dd16a9f5462ba,20250810,PENDING,17A,17708.739999999998,2
